title;creators;translator;isbn13;isbn10;publisher;country;continent;language;type;group;labels;status;library
Cats;;;;;;;;Greek;theatre program;;#theatre;Not Applicable;Piraeus Library
Λεξικό Οικονομικών, Τραπεζικών και Χρηματιστηριακών Όρων;Χρήστος Τριανταφύλλης;;;9607171691;Βεργίνα;Greece;Europe;Greek;dictionary;;;Not Applicable;Piraeus Library
Εισαγωγή στο Μαθηματικό Προγραμματισμό;Παναγιώτης Μηλιώτης;;9789603510116;9603510114;Σταμούλης;Greece;Europe;Greek;university textbook;;;Not Applicable;Piraeus Library
Εισαγωγή στη Θεωρία Πιθανοτήτων και Εφαρμογές;Μάρκος Κούτρας;;9789603519034;;Σταμούλης;Greece;Europe;Greek;university textbook;;;Not Applicable;Piraeus Library
Στατιστική Μέθοδοι Ανάλυσης για Επιχειρηματικές Αποφάσεις;Ιωάννης Χαλικιάς;;9786185131203;;Rosili;Greece;Europe;Greek;university textbook;;;Not Applicable;Piraeus Library
Οργανωσιακή Ψυχολογία και Συμπεριφορά;Ιωάννης Νικολάου, Μαρία Βακόλα;;9789608940741;;Rosili;Greece;Europe;Greek;university textbook;;;Not Applicable;Piraeus Library
Ηγεσία: Ο δρόμος της διαρκούς επιτυχίας;Δημήτριος Μπουραντάς;;9789602184066;;Κριτική;Greece;Europe;Greek;university textbook;;;Not Applicable;Piraeus Library
Διοίκηση Ανθρώπινου Δυναμικού;Δημήτριος Μπουραντάς;;9789603591245;;Μπένου;Greece;Europe;Greek;university textbook;;;Not Applicable;Piraeus Library
Ανάλυση και Αποτίμηση Επιχειρήσεων;Αφροδίτη Ι. Παπαδάκη, Γεωργία Σ. Σιουγλέ, Δημήτριος Χ. Γκίκας;;9789608249707;;Μπένου;Greece;Europe;Greek;university textbook;;;Not Applicable;Piraeus Library
Χρηματοοικονομική Λογιστική;Αφροδίτη Ι. Παπαδάκη, Γεωργία Σ. Σιουγλέ, Δεμοιράκος Ευθύμιος Γ., Δημήτριος Χ. Γκίκας, Τζόβας Χρήστος Α.;;9789603591221;;Μπένου;Greece;Europe;Greek;university textbook;;;Not Applicable;Piraeus Library
Διοικητική επιστήμη - Λήψη επιχειρηματικών αποφάσεων στην κοινωνία της πληροφορίας;Γρηγόρης Πραστάκος;;;978618530420;Σταμούλης;Greece;Europe;Greek;university textbook;;;Not Applicable;Piraeus Library
"Αρχές Λειτουργίας &amp; Προγραμματισμού Ηλεκτρονικών Υπολογιστών";Γεώργιος Γιαγλής;;9789609443090;;ΟΠΑ;Greece;Europe;Greek;university textbook;;;Not Applicable;Piraeus Library
Μαθηματικά Οικονομικο-Διοικητικών Επιστημών, τόμος 2;Taro Yamane, Ανδρέας Κιντής;;9789600104271;;Gutenberg;Greece;Europe;Greek;university textbook;;;Not Applicable;Piraeus Library
Μαθηματικά Οικονομικο-Διοικητικών Επιστημών, τόμος 1;Taro Yamane, Ανδρέας Κιντής;;9789600104790;978960010794;Gutenberg;Greece;Europe;Greek;university textbook;;;Not Applicable;Piraeus Library
Μαθηματικά Γ΄Λυκείου, Τεύχος Β';Αναστάσιος Μπάρλας;;9789609255691;;Ελληνοεκδοτική;Greece;Europe;Greek;school textbook;;;Not Applicable;Piraeus Library
Μαθηματικά Γ΄Λυκείου, Τεύχος Α';Αναστάσιος Μπάρλας;;9789609255677;;Ελληνοεκδοτική;Greece;Europe;Greek;school textbook;;;Not Applicable;Piraeus Library
Διαχείρηση Έργων: Διεργασίες, Μεθοδολογία και Τεχνικοοικονομική;Avraham Shtub, Jonathan Bard, Shlomo Globerson;;9789606647666;;Επίκεντρο;;;Greek;university textbook;;;Not Applicable;Piraeus Library
Java SE8;Harvey Deitel , Paul Deitel ;;9789605126827;;Γκιούρδας;;;Greek;university textbook;;;Not Applicable;Piraeus Library
Servlets και Σελίδες Διακομιστή Java;Larry Brown, Marty Hall;;9789604610013;;Κλειδάριθμος;;;Greek;university textbook;;;Not Applicable;Piraeus Library
Εισαγωγή στο Management;John Schermerhorn;;9789604891436;978992556309;Broken Hill;;;Greek;university textbook;;;Not Applicable;Piraeus Library
Αρχές Οικονομικής Θεωρίας: Μικροοικονομική-Μακροοικονομική;Greg Mankiw;;;;;;;;;;;;
" Mark P. Taylor""";;9789604186068;;Gutenberg;United States;North America;Greek;university textbook;;;2019-01-26T00:00:00;Piraeus Library;
Little Dorrit;Charles Dickens;;9781853261824;1853261823;Wordsworth Editions;United Kingdom;Europe;English;novel;;;Read;Piraeus Library
Portrait of a Lady (Wordsworth Classics) (Wadsworth Collection);Henry James;;9781853261770;1853261777;Wordsworth Editions;United States;North America;English;novel;;;Read;Piraeus Library
The Invisible Man and the Food of the Gods (Wordsworth Classics);H G Wells;;9781840227413;1840227419;Wordsworth Editions;United Kingdom;Europe;English;novel;;;Read;Piraeus Library
Le Petite Prince (Collection Folio (Gallimard)) (French Edition);Antoine de Saint-Exupery;;9782070408504;2070408507;Gallimard;France;Europe;French;novel;;;Read;Piraeus Library
Συστήματα Διαχείρισης Βάσεων Δεδομένων;Johannes Gehrke, Raghu Ramakrishnan;;9789604184118;;Τζιόλας;;;Greek;university textbook;;;Not Applicable;Piraeus Library
E-Μάρκετινγκ;Γεώργιος Σιώμκος;;9789601429670;;Λιβάνης;Greece;Europe;Greek;university textbook;;;Not Applicable;Piraeus Library
Στρατηγικό Μάρκετινγκ;Γεώργιος Σιώμκος;;9789603514749;9603514748;Σταμούλης;Greece;Europe;Greek;university textbook;;;Not Applicable;Piraeus Library
Μάρκετινγκ;Γεώργιος Σιώμκος;;9789601429601;;Λιβάνης;Greece;Europe;Greek;university textbook;;;Not Applicable;Piraeus Library
Εισαγωγή στους Αλγόριθμους;Charles Leiserson, Clifford Stein, Ronald Rivest, Thomas Cormen;;9789605244736;;Πανεπιστημιακές Εκδόσεις Κρήτης;;;Greek;university textbook;;;Not Applicable;Piraeus Library
Δημιουργία Νεοφυών Επιχειρήσεων;Robert Adams, Stephen Spinelli, Βασίλης Μ. Παπαδάκης;;9786188129849;;Utopia;Greece;Europe;Greek;university textbook;;;Not Applicable;Piraeus Library
Αρχές Χρηματοοικονομικής των Επιχειρήσεων;Allen Franklin;;;;;;;;;;;;
 Richard A. Brealey;" Stewart C. Myers""";;9786188129818;;Utopia;;;Greek;university textbook;;;Not Applicable;Piraeus Library
Ανάλυση και Σχεδιασμός Συστημάτων με τη UML 2.0;Anita Dennis, Barbara Haley Wixom, David Tegarden;;9789604613892;;Κλειδάριθμος;;;Greek;university textbook;;;Not Applicable;Piraeus Library
Ψηφιακές Επιχειρήσεις Και Ηλεκτρονικό Εμπόριο;Dave Chaffey;;9789604616718;;Κλειδάριθμος;;;Greek;university textbook;;;Not Applicable;Piraeus Library
Eva Luna;Isabel Allende;;;9607213122;Ωκεανίδα;Chile;South America;Greek;novel;;;Read;Piraeus Library
Mayerling;Claude Anet;;;;;France;Europe;Greek;novel;;;Read;Piraeus Library
Dorothy Parker;Dominique de Saint Pern;;;9602365587;Λιβάνης;France;Europe;Greek;biography;;;Read;Piraeus Library
Κατηγορώ (Υπόθεση Ντρέιφους);Emile Zola;;;;Δαμιανός;France;Europe;Greek;novel;;;Read;Piraeus Library
Ο Υπέροχος Γκάτζμπυ;F. Scott Fitzgeral;;9789604174676;;Εμπειρία Εκδοτική ;United States;North America;Greek;novel;;;Read;Piraeus Library
Ρόζα;Guy de Maupassant;;;;Σμυρνιωτάκης;France;Europe;Greek;novella;;;Read;Piraeus Library
Μπρος Γκρεμός και Πίσω Ράφι (Το ημερολόγιο της Μπρίτζετ Τζόουνς);Helen Fielding;;9789604100767;9604100769;Ωκεανίδα;United Kingdom;Europe;Greek;novel;;;Read;Piraeus Library
Πρώτοι ’νθρωποι στη Σελήνη, Οι;Herbert George Wells;;;;Γεμεντζόπουλος;United Kingdom;Europe;Greek;novel;;;Read;Piraeus Library
Λόγια της Πλώρης;Ανδρέας Καρκαβίτσας;;;9603960837;Καλοκάθη;Greece;Europe;Greek;short story collection;;;Read;Piraeus Library
’παντα Κάλβου;Ανδρέας Κάλβος;;;960765000;Ελληνοεκδοτική;Greece;Europe;Greek;poetry;;;Read;Piraeus Library
Ξιφίρ Φαλέρ;Αθηνά Κακούρη;;9789600349078;;Καστανιώτης;Greece;Europe;Greek;novel;;;Read;Piraeus Library
Επικοινωνία ανθρώπου - υπολογιστή;Alan J. Dix, Janet E. Finlay;;9789605125035;960512503;Γκιούρδας;;;Greek;university textbook;;;Not Applicable;Piraeus Library
Βασικές Αρχές Στρατηγικής των Επιχειρήσεων;Duncan Angwin, Gerry Johnson, Kevan Scholes, Patrick Regn?r, Richard Whittington;;9789605861407;;Κριτική;;;Greek;university textbook;;;Not Applicable;Piraeus Library
501 Must-Visit Destinations (501 Series);;;9780753725955;753725959;Bounty Books;;;English;album;;#travel;Read;Piraeus Library
1793;Victor Hugo;;;;Γκοβόστης;France;Europe;Greek;novel;;;Read;Piraeus Library
Μοναστήρι της Πάρμας, Το;Stendhal;;;;;France;Europe;Greek;novel;;;Read;Piraeus Library
Αμόκ;Stefan Zweig;;;;Σμυρνιωτάκης;Austria;Europe;Greek;novella;;;Read;Piraeus Library
Marie Antoinette;Stefan Zweig;;;;Πάπυρος;Austria;Europe;Greek;novel;;;Read;Piraeus Library
Ψάχνοντας για Κοχύλια;Rosamunde Pilcher;;9789607213051;960721305;Ωκεανίδα;United Kingdom;Europe;Greek;novel;;;Read;Piraeus Library
Σεπτέμβρης;Rosamunde Pilcher;;9789607213365;960721336;Ωκεανίδα;United Kingdom;Europe;Greek;novel;;;Read;Piraeus Library
Τσάτερτον;Peter Aykroyd;;;9600310440;Καστανιώτης;United Kingdom;Europe;Greek;novel;;;Read;Piraeus Library
Καληνύχτα, Κύριε Όσκαρ Ουάιλντ;Peter Aykroyd;;;9600311307;Καστανιώτης;United Kingdom;Europe;Greek;novel;;;Read;Piraeus Library
Πατριώτης, Ο;Pearl Buck;;9789602377895;;Νέος Σταθμός;United States;North America;Greek;novel;;;Read;Piraeus Library
Μάνα, Η;Pearl Buck;;;;Σύγχρονη Εποχή;United States;North America;Greek;novel;;;Read;Piraeus Library
Δράκου Γένα;Pearl Buck;;;;Γκοβόστης;United States;North America;Greek;novel;;;Read;Piraeus Library
Ανατολικός ’νεμος-Δυτικός ’νεμος;Pearl Buck;;;;Πάπυρος;United States;North America;Greek;novel;;;Read;Piraeus Library
Ο Αφέντης Πούντιλα και ο Δούλος του ο Μάττι;;;;;;;;Greek;theatre program;;#theatre;Not Applicable;Piraeus Library
Mυθιστορία του κυρίου Μολιέρου, H;Mikhail Bulgakov;;9789600317404;9600317402;Καστανιώτης;Ukraine;Europe;Greek;novel;;;Read;Piraeus Library
Μάνα, Η;Maxim Gorky;;;;Σύγχρονη Εποχή;Russia;Europe;Greek;novel;;;Read;Piraeus Library
Το Φεγγάρι και οι 6 Πεντάρες;Maugham Somerset;;;;’γκυρα;United Kingdom;Europe;Greek;novel;;;Read;Piraeus Library
Στην Κόψη του Ξυραφιού;Maugham Somerset;;;;’γκυρα;United Kingdom;Europe;Greek;novel;;;Read;Piraeus Library
Διακοπές στο Παρίσι;Maugham Somerset;;;;Ελευθεροτυπία;United Kingdom;Europe;Greek;novel;;;Read;Piraeus Library
Frankenstein;Mary Shelley;;;;Ελευθεροτυπία;United Kingdom;Europe;Greek;novel;;;Read;Piraeus Library
’βυσσος, Η;Marguerite Yourcenar;;9788862390163;;Βήμα;France;Europe;Greek;novel;;;Read;Piraeus Library
Data Mining;Margaret H. Dunham;;9789608105720;9608105722;Εκδόσεις Νέων Τεχνολογιών;United States;North America;Greek;university textbook;;;Not Applicable;Piraeus Library
Παιχνίδια της 'Ωριμης Ηλικίας;Luis Landero;;9789607213846;960721384;Ωκεανίδα;Spain;Europe;Greek;novel;;;Read;Piraeus Library
Η Βασίλισσα του Σάβα;Knut Hamsun;;;;Σμυρνιωτάκης;Norway;Europe;Greek;novella;;;Read;Piraeus Library
Μακαριότητα;Katherine Mansfield;;;;Γράμματα;New Zealand;Oceania;Greek;short story collection;;;Read;Piraeus Library
Σχεδιασμός και Ανάπτυξη Προϊόντων;Karl Ulrich, Steven D. Eppinger;;9789604184897;;Τζιόλας;;;Greek;university textbook;;;Not Applicable;Piraeus Library
Prophet, The-The Garden of the Prophet;Kahlil Gibran;;;;Μπουκουμάνης;Lebanon;Asia;Greek;short story collection;;;Read;Piraeus Library
Έγκλημα του Συλβέστρου Μπονάρ, Το;Anatole France;;;;Πάπυρος;France;Europe;Greek;novel;;;Read;Piraeus Library
Αγάπη στη Βενετία;Alfred de Musset;;;;Σμυρνιωτάκης;France;Europe;Greek;novella;;;Read;Piraeus Library
Μαύρη Τουλίπα, H;Alexandre Dumas;;9602615826;9602615826;Παπαδόπουλος;France;Europe;Greek;novel;;;Read;Piraeus Library
Ωραία μου Κυρία;;;;;;;;Greek;theatre program;;#theatre;Not Applicable;Piraeus Library
Σταχτοπούτα;;;;;Μοντέρνοι Καιροί;;;Greek;theatre program;;#theatre;Not Applicable;Piraeus Library
Οικογένεια ’νταμς;;;;;;;;Greek;theatre program;;#theatre;Not Applicable;Piraeus Library
Οδύσσεια;;;;;Παπαδόπουλος;;;Greek;theatre program;;#theatre;Not Applicable;Piraeus Library
Μάντεψε ποιος θα πεθάνει Απόψε;;;;;;;;Greek;theatre program;;#theatre;Not Applicable;Piraeus Library
Καρυοθραύστης;;;;;;;;Greek;theatre program;;#theatre;Not Applicable;Piraeus Library
Η Λίμνη των Κύκνων;;;;;Μοντέρνοι Καιροί;;;Greek;theatre program;;#theatre;Not Applicable;Piraeus Library
The Cinema Book;;;;9600326522;;;;Greek;album;;#cinema;Read;Piraeus Library
Sweet Charity;;;;;;;;Greek;theatre program;;#theatre;Not Applicable;Piraeus Library
Orson Welles;;;;;Αιγόκερως;;;Greek;biography;;#cinema;Read;Piraeus Library
Howard Hawks;;;;;Αιγόκερως;;;Greek;biography;;#cinema;Read;Piraeus Library
Evita;;;;;Δημοτικό Θέατρο Πειραιά;;;Greek;theatre program;;#theatre;Not Applicable;Piraeus Library
Clara Schumann;Catherine Lepront;;;9602082364;Ζαχαρόπουλος;France;Europe;Greek;novel;;;Read;Piraeus Library
Ηγεμόνας, Ο;Niccolo Machiavelli;;9786185029821;6185029820;Έθνος;Italy;Europe;Greek;essay;;;;
Read;Piraeus Library;;;;;;;;;;;;
Κόρη της Μοίρας;Isabel Allende;;;9604101390;Ωκεανίδα;Chile;South America;Greek;novel;;;Read;Piraeus Library
Σπίτι των Πνευμάτων, Το;Isabel Allende;;9789607213105;9607213106;Ωκεανίδα;Chile;South America;Greek;novel;;;Read;Piraeus Library
Του Έρωτα και της Σκιάς;Isabel Allende;;;9607213041;Ωκεανίδα;Chile;South America;Greek;novel;;;Read;Piraeus Library
Δουβλινέζοι, Οι;James Joyce;;9789608359215;960835921;Ελευθεροτυπία;Ireland;Europe;Greek;short story collection;;;Read;Piraeus Library
Τα 39 σκαλοπάτια;John Buchan;;9789608359307;9608359309;Ελευθεροτυπία;United Kingdom;Europe;Greek;novel;;;Read;Piraeus Library
Ελισάβετ;John Neal;;;;Πάπυρος;United States;North America;Greek;novel;;;Read;Piraeus Library
Λόρδος Τζιμ;Joseph Conrad;;9789608359291;9608369296;Ελευθεροτυπία;United Kingdom;Europe;Greek;novel;;;Read;Piraeus Library
Αγάπες και Όνειρα;Joseph Cronin;;;;Σάκκαλης;United Kingdom;Europe;Greek;novel;;;Read;Piraeus Library
Ο Κόσμος της Σοφίας;Jostein Gaarder;;9789602364697;960236469;Λιβάνης;Norway;Europe;Greek;novel;;;Read;Piraeus Library
Παραμύθι Χωρίς Όνομα;Πηνελόπη Δέλτα;;9789605851019;;Καθημερινή;Greece;Europe;Greek;novel;;;Read;Piraeus Library
Η Παναγία των Παρισίων;Victor Hugo;;9789605851064;;Καθημερινή;France;Europe;Greek;novel;;;Read;Piraeus Library
Το Βιβλίο της Ζούγκλας;Rudyard Kipling;;9789605851003;;Καθημερινή;United Kingdom;Europe;Greek;novel;;;Read;Piraeus Library
Το Νησί των Θησαυρών;Robert Louis Stevenson;;9789605850968;;Καθημερινή;United Kingdom;Europe;Greek;novel;;;Read;Piraeus Library
Τομ Σόγερ;Mark Twain;;9789605850975;;Καθημερινή;United States;North America;Greek;novel;;;Read;Piraeus Library
Μικρές Κυρίες;Louisa May Alcott;;9789605851026;;Καθημερινή;United States;North America;Greek;novel;;;Read;Piraeus Library
Ο Γύρος του Κόσμου σε 80 μέρες;Jules Verne;;9789605851057;;Καθημερινή;France;Europe;Greek;novel;;;Read;Piraeus Library
Ρομπέν των Δασών;John Finnemore;;9789605851088;;Καθημερινή;United Kingdom;Europe;Greek;novel;;;Read;Piraeus Library
Χάϊντι;Johanna Spyri;;9789605850999;;Καθημερινή;Switzerland;Europe;Greek;novel;;;Read;Piraeus Library
Πήτερ Παν;J. M. Barrie;;9789605850982;;Καθημερινή;United Kingdom;Europe;Greek;novel;;;Read;Piraeus Library
Η καλύβα του Μπαρμπά-Θωμά;Harriet Beecher Stowe;;9789605851040;;Καθημερινή;United States;North America;Greek;novel;;;Read;Piraeus Library
Ροβινσώνας Κρούσος;Daniel Defoe;;9789605851095;;Καθημερινή;United Kingdom;Europe;Greek;novel;;;Read;Piraeus Library
Όλιβερ Τουίστ;Charles Dickens;;9789605851071;;Καθημερινή;United Kingdom;Europe;Greek;novel;;;Read;Piraeus Library
Ο μικρός πρίγκηπας;Antoine de Saint-Exupery;;9789605851002;;Καθημερινή;France;Europe;Greek;novel;;;Read;Piraeus Library
Θεία Κωμωδία, Τόμος Β';Dante Alighieri;Νίκος Καζαντζάκης;9786185029838;;Έθνος;Italy;Europe;Greek;poetry;;;Read;Piraeus Library
Θεία Κωμωδία, Τόμος Α';Dante Alighieri;Νίκος Καζαντζάκης;9786185029838;;Έθνος;Italy;Europe;Greek;poetry;;;Read;Piraeus Library
Η Τελευταία Χάρη;Bernard Malamud;;;9607020979;Ψυχογιός;United States;North America;Greek;novel;;;Read;Piraeus Library
’παντα Ποιητικά;Κωνσταντίνος Καβάφης;;;960794017;ύψιλον;Greece;Europe;Greek;poetry;;;Read;Piraeus Library
Απομνημονεύματα Α'+Β';Ιωάννης Μακρυγιάννης;;9789604759965;9604759965;Βιβλιοπωλείο της Εστίας;Greece;Europe;Greek;history;;;Read;Piraeus Library
Ο Πατούχας;Ιωάννης Κονδυλάκης;;9603960802;;Καλοκάθη;Greece;Europe;Greek;novel;;;Read;Piraeus Library
Ποιότητα Κώδικα;Διομήδης Σπινέλλης;;9789604611232;;Κλειδάριθμος;Greece;Europe;Greek;university textbook;;;Not Applicable;Piraeus Library
Μυστικοί Αρραβώνες;Γρηγόριος Ξενόπουλος;;;;Αδελφοί Βλάσση;Greece;Europe;Greek;novel;;;Read;Piraeus Library
Καινοτομία, Στρατηγική, Ανάπτυξη και Πληροφοριακά Συστήματα;Γεώργιος Δουκίδης;;9789600805284;;Σιδέρης;Greece;Europe;Greek;university textbook;;;Not Applicable;Piraeus Library
Διεθνείς Οικονομικές Σχέσεις;Γεώργιος Βάμβουκας;;9789603591238;;Μπένου;Greece;Europe;Greek;university textbook;;;Not Applicable;Piraeus Library
Ανατολικά της Εδέμ;John Steinbeck;;9789603295006;;Γράμματα;United States;North America;Greek;novel;;;Read;Piraeus Library
Η Φάρμα των Ζώων;George Orwell;;9789603827368;;Κάκτος;United Kingdom;Europe;Greek;novel;;;Read;Piraeus Library
1984;George Orwell;;9789603824688;;Κάκτος;United Kingdom;Europe;Greek;novel;;;Read;Piraeus Library
Ηλίθιος, Ο;Fyodor Dostoevsky;;9789604462148;9604462148;Γκοβόστης;Russia;Europe;Greek;novel;;;Read;Piraeus Library
Έγκλημα και Τιμωρία;Fyodor Dostoevsky;;9789604461226;9604462164;Γκοβόστης;Russia;Europe;Greek;novel;;;Read;Piraeus Library
Μεταμόρφωση, Η;Franz Kafka;;9789609488532;;Νησίδες;Czech Republic (Czechia);Europe;Greek;novella;;;Read;Piraeus Library
Γέννηση της Μέρας, Η;Colette;;;9600318921;Αιώνας;France;Europe;Greek;novel;;;Read;Piraeus Library
Garbo: Η Ζωή της;Antoni Gronowicz;;;960700938;LIBRO ;Poland;Europe;Greek;biography;;#cinema;Read;Piraeus Library
Ιστορία της Δυτικής Φιλοσοφίας;Anthony Kenny;;9789602117484;9602117486;Νεφέλη;United Kingdom;Europe;Greek;philosophy;;;Read;Piraeus Library
Πανούκλα, Η;Albert Camus;;9789603291510;;Γράμματα;France;Europe;Greek;novel;;;Read;Piraeus Library
Ιστορία του Παγκόσμιου Κινηματογράφου;Keath Reader;;9789603221357;960322135;Αιγόκερως;United Kingdom;Europe;Greek;album;;#cinema;Read;Piraeus Library
Κυρία Ντάλογουεη;Virginia Woolf;;9789603294924;;Γράμματα;United Kingdom;Europe;Greek;novel;;;Read;Piraeus Library
Οι Φιλόσοφοι Του Αρχαίου Κόσμου;Trevor Curnow;;9789605365509;;Ενάλιος;;;Greek;dictionary;;;Not Applicable;Piraeus Library
Η Κόμη της Βερενίκης;Γιώργος Γραμματικάκης;;9789607309242;9607309243;Πανεπιστημιακές Εκδόσεις Κρήτης;Greece;Europe;Greek;popular science;;#science;Read;Piraeus Library
Τα Ελληνικά;Δημήτρης Λιαντίνης;;9789607088055;9607088050;Τζανακάκης;Greece;Europe;Greek;philosophy;;;Read;Piraeus Library
Greta Garbo:Η θεία γυναίκα;Κ. Αυρίλης;;;;Βασδέκης;Greece;Europe;Greek;biography;;#cinema;Read;Piraeus Library
’ρωμα, Το;Patrick Suskind;;9789607021038;9607021037;Ψυχογιός;Germany;Europe;Greek;novel;;;Read;Piraeus Library
Σε έναν ’γνωστο Θεό;John Steinbeck;;978960208017;9602080175;Ζαχαρόπουλος;United States;North America;Greek;novel;;;Read;Piraeus Library
Δρόμος με τις Φάμπρικες, Ο;John Steinbeck;;9789603294955;;Γράμματα;United States;North America;Greek;novel;;;Read;Piraeus Library
Maggy Rose;Betty Smith;;;;Γκοβόστης;United States;North America;Greek;novel;;;Read;Piraeus Library
Borges ’παντα τα Πεζά [Ι];Jorge Luis Borges;;9789601652405;;Πατάκης;Argentina;South America;Greek;short story collection;;;Read;Piraeus Library
Borges ’παντα τα Πεζά [ΙΙ];Jorge Luis Borges;;9789601652412;;Πατάκης;Argentina;South America;Greek;short story collection;;;Read;Piraeus Library
Εκκρεμές του Φουκώ, Το;Umberto Eco;;9789604960736;;Ψυχογιός;Italy;Europe;Greek;novel;;;Read;Piraeus Library
Ιστορία Χωρίς Τέλος;Michael Ende;;9789607021007;9607021002;Ψυχογιός;Germany;Europe;Greek;novel;;;Read;Piraeus Library
Ένας Κανένας και Εκατό Χιλιάδες;Luigi Pirandello;;9789602082430;;Ζαχαρόπουλος;Italy;Europe;Greek;novel;;;Read;Piraeus Library
Γυμνή Ζωή και ’λλα Διηγήματα;Luigi Pirandello;;;9600302901;Καστανιώτης;Italy;Europe;Greek;short story collection;;;Read;Piraeus Library
Ένα Δέντρο Μεγαλώνει στο Μπρούκλιν;Betty Smith;;9789602084465;;Ζαχαρόπουλος;United States;North America;Greek;novel;;;Read;Piraeus Library
Όνομα του Ρόδου, Το;Umberto Eco;;9788883712807;8883712803;Alter - Ego;Italy;Europe;Greek;novel;;;Read;Piraeus Library
Θεώρημα του Παπαγάλου, Το;Denis Guedj;;9789600440522;;Κέδρος;France;Europe;Greek;novel;;#mathematics;Read;Piraeus Library
Κάστρο των Αγγέλων, Το;Jostein Gaarder;;;9601400761;Λιβάνης;Norway;Europe;Greek;short story collection;;;Read;Piraeus Library
Ναπολέων;Emil Ludwig;;;;Πάπυρος;Germany;Europe;Greek;biography;;;Read;Piraeus Library
Marlene Dietrich by her daughter Maria Riva;Maria Riva;;9780747513759;747513759;"London; Bloomsbury Books";United States;North America;English;biography;;#cinema;Read;Piraeus Library
Λωξάντρα;;;;;;;;Greek;theatre program;;#theatre;Not Applicable;Piraeus Library
Παίκτης, Ο;Fyodor Dostoevsky;;;;Νέος Σταθμός;Russia;Europe;Greek;novel;;;Read;Piraeus Library
Φτωχοί, Οι;Fyodor Dostoevsky;;;;Νέος Σταθμός;Russia;Europe;Greek;novel;;;Read;Piraeus Library
Υπόγειο, Το;Fyodor Dostoevsky;;;;Νέος Σταθμός;Russia;Europe;Greek;novel;;;Read;Piraeus Library
Marlene Dietrich;;;9789607165169;9607165160;Οδός Πανός;;;Greek;biography;;#cinema;Read;Piraeus Library
Το Αστέρι του Νότου;Jules Verne;;9789602030738;;Αστήρ;France;Europe;Greek;novel;;;Read;Piraeus Library
Αγαπημένος, Ο;Colette;;;9608536847;Printa;France;Europe;Greek;novel;;;Read;Piraeus Library
Οι Ταξιδιώτες;John Steinbeck;;978960208034;9602080345;;United States;North America;Greek;novel;;;Read;Piraeus Library
Το Μοναχικό Λιοντάρι;Rosamunde Pilcher;;9789604101061;9604101064;Ωκεανίδα;United Kingdom;Europe;Greek;novel;;;Read;Piraeus Library
Μυστήρια στο Παλιό Παρίσι;Catherine Guigon;;9789602743997;9602743999;Ψυχογιός;France;Europe;Greek;novel;;;Read;Piraeus Library
Ανάπτυξη Επιχειρηματικών Υποδειγμάτων;Alexander Osterwalder, Yves Pigneur;;9789963274369;;Broken Hill;;;Greek;university textbook;;;Not Applicable;Piraeus Library
Faust;Wolfgang von Goethe;;9789600501889;9600501882;Βιβλιοπωλείο της Εστίας;Germany;Europe;Greek;theatre;;;Read;Piraeus Library
Οδοιπορικό της Ελληνικής Οικονομίας;Γεώργιος Βάμβουκας;;9789608249943;;Μπένου;Greece;Europe;Greek;university textbook;;;Not Applicable;Piraeus Library
This 'n That;Bette Davis;;9780283995408;283995408;Putnam's;United States;North America;English;biography;;#cinema;Read;Piraeus Library
Πέρα από την Αφρική;Karen Blixen;;;;Κάκτος;Denmark;Europe;Greek;novel;;;Read;Piraeus Library
Καλός Στρατιώτης Σβέικ, Ο;Jaroslav Hasek;;;;Πυξίδα;Czech Republic (Czechia);Europe;Greek;novel;;;Read;Piraeus Library
Conqueror of the Seas: The Story of Magellan,;Stefan Zweig;;9789602270073;9602270071;Ζαχαρόπουλος;Austria;Europe;Greek;novel;;;Read;Piraeus Library
Μποτιτσέλι;Barbara Deimling;;9789602357132;9602357134;Taschen;;;Greek;album;Taschen Artists;#art;Read;Piraeus Library
Η Χρησιμότητα του ’χρηστου;Nuccio Ordine;;9789605051389;;’γρα;Italy;Europe;Greek;philosophy;;;Read;Piraeus Library
Ανάσταση;Victor Hugo;;9789604575558;9604575554;Μαρής;France;Europe;Greek;novel;;;Read;Piraeus Library
Home;Julie Andrews;;9780753825686;753825686;Phoenix;United Kingdom;Europe;English;biography;;#cinema;Read;Piraeus Library
Το Βιβλίο της Ανησυχίας Β';Fernando Pessoa;;9789602566404;960256640X;Εξάντας;Portugal;Europe;Greek;short story collection;;;Read;Piraeus Library
Το Βιβλίο της Ανησυχίας Α';Fernando Pessoa;;9789602566039;9602566035;Εξάντας;Portugal;Europe;Greek;short story collection;;;Read;Piraeus Library
Ο Αναρχικός Τραπεζίτης;Fernando Pessoa;;9789603291046;9603291048;Γράμματα;Portugal;Europe;Greek;novella;;;Read;Piraeus Library
Ανακάλυψη του Πνεύματος, Η;Bruno Snell;;9789602500019;;Μορφωτικό Ίδρυμα Εθνικής Τραπεζης;Germany;Europe;Greek;philosophy;;;Read;Piraeus Library
Eλ Γκρέκο;Michael Scholz - H?nsel;;9789602357064;9602357061;Taschen;Germany;Europe;Greek;album;Taschen Artists;#art;Read;Piraeus Library
20.000 Λεύγες κάτω από τη Θάλασσα;Jules Verne;;9789604881529;;4π;France;Europe;Greek;novel;Jules Verne 4π;;Read;Aigio Library (Personal)
